filepath,lynx_id,date,location
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2015_2016/B11_Kika/Wasserhaeusl/29.10.15/29.10.15_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/Wasserhaeusl/13.01.13/13.01.13.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2011_2012/B11_Kika_Silva_Juv.08/Hochschachten/23.10.11/23.10.11_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/extensiv/Riss Norris/07.05.12/Kika Norris 20120507 (5).JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Gfaellhuette/01.12.16/01.12.16_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2009_2010/B11_Kika_Silva_Juv.08/extensiv/WG Buchenau/20100222_L (5).JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2014_2015/B11_Kika/9_Ohewiesn/20150329_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2021_2022/B11_Kika/20211119_R_Forstwaldwiese.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/Lindaustraßl/11.11.2012/11.11.12.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2013_2014/B11_Kika_Silva_Juv.08/TFG I/09.04.14/09.04.14.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/extensiv/Riss Norris/07.05.12/Kika Norris 20120507 (6).JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Gfaellhuette/01.11.16/01.11.16_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2017_2018/B11_Kika/WG Neuhuettenwiese/20171209_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Wasserhaeusl/05.02.17/05.02.17_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/extensiv/Rehfalle Jaegerau/14.01.13_mit VHF zugeordnet/14.01.13 (2).JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2009_2010/B11_Kika_Silva_Juv.08/extensiv/WG Buchenau/20100222_L (6).JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2013_2014/B11_Kika_Silva_Juv.08/WG Neuhuettenwiese/28.03.14/28.03.14_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2011_2012/B11_Kika_Silva_Juv.08/Wasserhäusl/13.08.11/13.08.11_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2015_2016/B11_Kika/Wasserhaeusl/17.09.15/17.09.15_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2013_2014/B11_Kika_Silva_Juv.08/extensiv/Lichtbuchet/23.10.13/23.10.13 (15).JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/extensiv/Riss Norris/07.05.12/Kika Norris 20120507 (12).JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2011_2012/B11_Kika_Silva_Juv.08/Gfällhütte/23.11.11/23.11.11_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/extensiv/Riss Norris/07.05.12/Kika Norris 20120507 (25).JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Racheldiensthuette/29.01.17/29.01.17_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2011_2012/B11_Kika_Silva_Juv.08/Hochschachten/31.07.11/31.07.11.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2017_2018/B11_Kika/Talsperre/20170919_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2014_2015/B11_Kika/14_Wasserhaeusl/26.11.14/26.11.14_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/extensiv/Riss Norris/07.05.12/Kika Norris 20120507 (15).JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2020_2021/B11_Kika/20210123_L_Ohewiesn.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Lindaustraßl/24.02.17/24.02.17_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2017_2018/B11_Kika/extensiv/Transekt NP37/20171220_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2008_2009/B11_Kika_Silva_Juv.08-1/Reschbachklause/12.01.09/12.01.09_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2011_2012/B11_Kika_Silva_Juv.08/Racheldiensthütte/29.11.11/29.11.11_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2014_2015/B11_Kika/14_Wasserhaeusl/09.08.14/09.08.14_2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2015_2016/B11_Kika/Lusenparkplatz/01.09.15/01.09.15_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2013_2014/B11_Kika_Silva_Juv.08/Hochschachten/18.01.14/18.01.14_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2013_2014/B11_Kika_Silva_Juv.08/Wasserhaeusl/26.11.13/26.11.13_2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Jaegerfleck/15.04.17/15.04.17_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Draehberg/08.04.17/08.04.17_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2011_2012/B11_Kika_Silva_Juv.08/Wasserhäusl/13.08.11/13.08.11_2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2013_2014/B11_Kika_Silva_Juv.08/extensiv/Lichtbuchet/23.10.13/23.10.13 (1).JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2021_2022/B11_Kika/20220305_R_Jaegerfleck.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2009_2010/B11_Kika_Silva_Juv.08/Sallerhäng/30.04.2010/30.04.10_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2021_2022/B11_Kika/20220314_R_WG Neuhuettenwiese.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2010_2011/B11_Kika_Silva_Juv.08/WG Neuhütte/21.03.2011/21.03.2011_2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/Wasserhaeusl/15.10.12/15.10.12_2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/Wolfsriegel/09.01.2013/09.01.13_2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Gfaellhuette/01.11.16/01.11.16_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2014_2015/B11_Kika/14_Wasserhaeusl/20150329_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2011_2012/B11_Kika_Silva_Juv.08/Wasserhäusl/04.02.12/04.02.12_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2021_2022/B11_Kika/20211002_R_WG Neuhuettenwiese.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2010_2011/B11_Kika_Silva_Juv.08/WG Neuhüttenwiese/25.09.10/25.09.10_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2015_2016/B11_Kika/Wasserhaeusl/17.12.15/17.12.15_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2014_2015/B11_Kika/Gfaellhuette/11.12.14/11.12.14_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2011_2012/B11_Kika_Silva_Juv.08/Eselurgespreng/11.12.11/11.12.11_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2018_2019/B11_Kika/Wasserhaeusl/20180603_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Ohewiesen/07.11.16/07.11.16_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Racheldiensthuette/04.01.17/04.01.17_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Wasserhaeusl/08.11.16/08.11.16_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/extensiv/Riss Norris/07.05.12/Kika Norris 20120507 (10).JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/extensiv/Riss Norris/07.05.12/Kika Norris 20120507 (13).JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/Wasserhaeusl/24.03.13/24.03.13_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2013_2014/B11_Kika_Silva_Juv.08/Bauhuettenbruecke/22.04.14/22.04.14_2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/Wasserhaeusl/13.07.12/13.07.12_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2021_2022/B11_Kika/20220314_L_WG Neuhuettenwiese.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2010_2011/B11_Kika_Silva_Juv.08/Gfällhütte/15.11.10/15.11.10.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2013_2014/B11_Kika_Silva_Juv.08/Wasserhaeusl/29.12.13/29.12.13_2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2015_2016/B11_Kika/Jaegerfleck/28.03.16/28.03.16_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2017_2018/B11_Kika/Jaegerfleck/20170828_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2010_2011/B11_Kika_Silva_Juv.08/WG Neuhütte/29.10.10/29.10.10.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2013_2014/B11_Kika_Silva_Juv.08/Wasserhaeusl/14.12.13/14.12.13_2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/extensiv/Rehfalle Jaegerau/14.01.13_mit VHF zugeordnet/14.01.13 (1).JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2013_2014/B11_Kika_Silva_Juv.08/Jaegerfleck/24.11.13/24.11.13_2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2021_2022/B11_Kika/B11_extensiv/20211220_R_ASP-Projekt WB55.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2021_2022/B11_Kika/B11_extensiv/20210723_R_Ermine_06_Vielaas (2).jpg,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/Wasserhaeusl/27.12.12/27.12.12_2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2021_2022/B11_Kika/B11_extensiv/20210608_L_Wildkatzenmonitoring W31.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2020_2021/B11_Kika/extensiv/20210328_R_LP0118.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2021_2022/B11_Kika/20210922_R_Ohewiesn.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/Wasserhaeusl/28.09.12/28.09.12.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2017_2018/B11_Kika/Wasserhaeusl/20171012_L2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/extensiv/Riss Norris/07.05.12/Kika Norris 20120507 (17).JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/extensiv/Riss Norris/07.05.12/Kika Norris 20120507 (31).JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2020_2021/B11_Kika/extensiv/20210319_R_Wildkatzenmonitoring W31.jpg,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/extensiv/Riss Norris/07.05.12/Kika Norris 20120507 (26).JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2018_2019/B11_Kika/extensiv/Luderplatz R08-E/RCNX1974.jpg,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2017_2018/B11_Kika/Wasserhaeusl/20180209_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2011_2012/B11_Kika_Silva_Juv.08/Wasserhäusl/06.12.11/06.12.11_2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2017_2018/B11_Kika/WG Neuhuettenwiese/20171116_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2021_2022/B11_Kika/20220305_L_Jaegerfleck.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2015_2016/B11_Kika/Racheldiensthuette/12.01.16/12.01.16_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Gfaellhuette/01.12.16/01.12.16_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2017_2018/B11_Kika/Gfaellhuette/20170517_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/extensiv/Riss Norris/07.05.12/Kika Norris 20120507 (4).JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2014_2015/B11_Kika/14_Wasserhaeusl/26.11.14/26.11.14_2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2021_2022/B11_Kika/B11_extensiv/20210613_R_Wildkatzenmonitoring W43.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2015_2016/B11_Kika/WG Neuhuettenwiese/17.11.15/17.11.15_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Racheldiensthuette/12.11.16/12.11.16_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2015_2016/B11_Kika/Racheldiensthuette/12.01.16/12.01.16_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/Wasserhaeusl/13.07.12/13.07.12_2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/Ohewiesen/11.11.2012/11.11.12.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2014_2015/B11_Kika/Gfaellhuette/11.12.14/11.12.14_2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2019_2020/B11_Kika/extensiv/WG Ahornschachten/20200311_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Ohewiesen/07.11.16/07.11.16_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2009_2010/B11_Kika_Silva_Juv.08/extensiv/07.04.10/Kika MJaeger 20100407.jpg,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2021_2022/B11_Kika/B11_extensiv/20210508_L_Wildkatzenmonitoring W43.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2013_2014/B11_Kika_Silva_Juv.08/Wasserhaeusl/26.11.13/26.11.13_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2021_2022/B11_Kika/20211216_R_Jaegerfleck.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2015_2016/B11_Kika/Racheldiensthuette/19.12.15/19.12.15_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2021_2022/B11_Kika/B11_extensiv/20210910_R_Wolfsmonitoring F47.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2014_2015/B11_Kika/Racheldiensthuette/24.01.15/24.01.15.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2011_2012/B11_Kika_Silva_Juv.08/Filzwald/16.05.11/16.05.11_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2014_2015/B11_Kika/WG Neuhuettenwiese/25.08.14/25.08.14_2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2015_2016/B11_Kika/Ohewiesen/31.12.15/31.12.15_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2011_2012/B11_Kika_Silva_Juv.08/Jägerfleck/28.10.11/28.10.11_2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2013_2014/B11_Kika_Silva_Juv.08/Jaegerfleck/24.11.13/24.11.13_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Jaegerfleck/04.12.16/04.12.16_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2009_2010/B11_Kika_Silva_Juv.08/extensiv/WG Buchenau/20100222_L (2).JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2011_2012/B11_Kika_Silva_Juv.08/Filzwald/17.11.11/17.11.11_2.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Ohewiesen/28.09.16/28.09.16_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2011_2012/B11_Kika_Silva_Juv.08/Wasserhäusl/18.01.12/18.01.12_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Gfaellhuette/21.06.16/21.06.16_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Wasserhaeusl/05.02.17/05.02.17_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2015_2016/B11_Kika/Wasserhaeusl/17.12.15/17.12.15_L.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2012_2013/B11_Kika_Silva_Juv.08/Wasserhaeusl/24.04.13/24.04.13_1.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2008_2009/B11_Kika_Silva_Juv.08-1/Reschbachklause/12.01.09/12.01.09_5.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Wasserhaeusl/11.10.16/11.10.16_R.JPG,11_DE,,
/lustre/fsn1/projects/rech/ads/commun/datasets/extracted/germany/BFNP_Heurich/2016_2017/B11_Kika/Jaegerfleck/04.12.16/04.12.16_R.JPG,11_DE,,
